"ALPHA3CODE","NAME_A","NAME_C","NAME_E","NAME_F","NAME_R","NAME_S","AUTHOR"
"CTT","","","Catla","","Катля","","(Hamilton 1822)"
"HXP","","","Silver, bighead car...","Carpes nca","","Carpas nep",""
"NMC","","","Golden shiner","","","","(Mitchill 1814)"
"FCN","","","Nilem carp","","Остиохил Хассельта","","(Valenciennes 1842)"
"HGZ","","","Belligerent rock s","Pourpre armee","","","(Link 1807)"
"HBF","","","Toad purpura","Pourpre crapaud","","","(Lamarck 1822)"
"HUZ","","","Tuberose rock shel","Pourpre tubereuse","","","Roding 1798"
"DEN","","","Canary dentex","Denté à tache ro","","Chacarona de Canar","Steindachner 1881"
"DNC","","","Congo dentex","Denté congolais","","Dentón congolés","Poll 1954"
"PAC","","","Common pandora","Pageot commun","","Breca","(Linnaeus 1758)"
"PAR","","","Red pandora","Pageot à tache ro","","Breca chata","Steindachner 1882"
"JCF","خِيار البحر ضخم","棕色等刺参","Giant sea cucumber","Cocombre de mer g ","","Pepino de mar giga","(Ludwig 1875)"
"UKQ","أخنوس المحيط الهادئ بنفسجي","太平洋紫色长海胆","Purple Pacific sea","Oursin violet du P","","Erizo purpureo del","A. Agassiz 1863"
"BDX","","","Brownspotted sandf","","","","(Semper 1868)"
"BDV","","","Brown sandfish","Holothurie brune","","","(Semper 1867)"
"HHW","","","Snake fish","Holothurie serpent","","","Semper 1868"
"HFQ","","","White threads fish","Trépang à canaux","","","(Brandt 1835)"
"HOZ","","","Elephant trunkfish","Holothurie trompe ","","","Jaeger 1833"
"EHV","","","Blackspotted sea c","","","","(Semper 1868)"
"KUN","","","Selenka's sea cucu","","","","Selenka 1867"
"HLX","","","Amber fish","","","","Clark 1921"
"KOJ","سْيُونة","玻璃海蛸","Ciona","Cione","","Budell","(Linnaeus 1767)"
"MVL","بنفسجي الصَّخرة","多形饰海鞘","Rock violet","Violet de roche","","Violeta de roca","Heller 1877"
"SBP","","","Pargo breams nei","Dorades nca","","Pargos nep",""
"RPG","","","Red porgy","Pagre rouge","Пагр обыкновенный","Pargo","(Linnaeus 1758)"
"GSU","","","Silver seabream","Dorade","Пагр розовый (=люциан австралийский)","Dorada del Pacífi","(Bloch & Schneider 1801)"
"WHS","","","Sillago-whitings","Sillaginidés","","Sillagínidos",""
"UOI","","","Smooth moon turban","Turbo cendre","","","Born 1778"
"UOO","","","Coronate moon turb","Turbo couronné","","","Gmelin 1791"
"UOR","","","Crass turban","Turbo épais","","","Wood 1828"
"NQB","","","Oxpalate nerite","Nérite brûlée","","","Linnaeus 1758"
"LQH","عُنصل عَظاية ضخمة","蜥形琴虾蛄","Lizard mantis","Squille lézard g ","","Galera gigante","(Herklots 1851)"
"LQS","","","Smooth mantis shri","Squille douce","","Galera lisa","(Lamarck 1818)"
"LQM","","","Common banded mant","","","","(Fabricius 1793)"
"HQH","","","Robber harpiosquil","","","","(De Haan 1844)"
"KAP","عُلبة سرطان مُشَوّكة","多刺馒头蟹","Spiny box crab","Migraine épineuse","","Calapa espinuda","Herklots 1851"
"OQG","","","Vietnamese squilli","","","","(Manning 1978)"
"OQE","","","Common squillid ma","","","","(Kemp 1911)"
"OQQ","","","Fivespined squilli","","","","(Brooks 1886)"
"OQS","","","Variable squillid ","","","","(Manning 1978)"
"OII","عُنصُل البُحَيرة","沉渣虾蛄","Mud mantis","Squille de lagune","","Galera de estero","(H. Milne Edwards 1837)"
"QLA","عُنْصُل ضَرَّابة","螯刺虾蛄","Kicking mantis shr","Squille frappeuse","","Galera pateadora","Bigelow 1893"
"QLB","عُنصُل ساحِر","双形虾蛄","Sorcerer mantis sh","Squille sorcière","","Galera bruja","Bigelow 1891"
"QLM","عُنْصُل كَطَلِينا","卡塔利娜虾蛄","Catalina mantis","Squille catalina","","Galera catalina","Bigelow 1893"
"QLW","عُنْصُل بِيجْلُووْ","皮氏虾蛄","Bigelow mantis shr","Squille de Bigelow","","Galera de Bigelow","Schmitt 1940"
"QLP","عُنصُل بانامِية","巴拿马虾蛄","Panama mantis shri","Squille panaméenn","","Galera panameña","Bigelow 1891"
"QLV","عُنصُل صغير","小虾蛄","Small mantis shrim","Squille naine","","Galera langostina","Bigelow 1891"
"QLE","","","Rough mantis shrim","Squille rugueuse","","Galera carenada","Say 1818"
"RVN","","","China rockfish","","","","Ayres 1854"
"KON","سُنبُكِية مُحبَّبة","欧洲丽口螺","Granular top-shell","Troque granulé","","Peonza granulosa","(Born 1778)"
"KOT","سُنبُكِية غَالْتيِيري","亮滑丽口螺","Gualtieri's top-sh","Troque de Gualtier","","Peonza de Gualtier","(Philippi 1848)"
"KOZ","سُنبُكِية هامِشِية","枣顶丽口螺","Painted top-shell","Troque marginé","","Peonza pintada","(Linnaeus 1758)"
"GBQ","سُنبُكِية آدانْسون","亚当孙驼峰螺","Adanson's gibbula","Troque d'Adanson","","Peonza de Adanson","(Payraudeau 1826)"
"DXJ","","","Fleshy donax","Flion incarnat","","","Gmelin 1791"
"DXV","","","Common peruvian do","","","","Deshayes 1855"
"DXT","دوناكس مُنَقَّط","异色斧蛤","Punctate donax","Flion ponctué","","Coquina punteada","Hanley 1843"
"DNS","دوناكس خشن","多皱斧蛤","Rugose donax","Flion rugueux","","Coquina rugosa","Linnaeus 1758"
"DXO","","","Leather donax","Flion tanné","","","(Linnaeus 1758)"
"DXQ","دوناكس نصف مُضلَّع","半纹斧蛤","Half-striated dona","Flion semistrié","","Tellerina","Poli 1795"
"QUM","","","Queensland school ","Thazard du Queensl","","Carite de Queensla","Munro 1943"
"NPH","","","Japanese Spanish m","Thazard oriental","","Carite oriental","(Cuvier 1832)"
"BRS","","","Serra Spanish mack","Thazard serra","","Serra","Collette, Russo & Zavala-Camin 1978"
"LHY","إيربيان هيلتون","希尔顿长臂虾","Hilton shrimp","Bouquet Hilton","","Camarón Hilton","Schmitt 1921"
"LKI","إيربيان البُحَيرة الشّاطِئِية","泻湖小长臂虾","Lagoon shrimp","Bouquet de lagune","","Camarón de estero","Holthuis 1950"
"YIO","إيربيان غاطِس","龙骨单肢虾","Keeled rock shrimp","Boucot carène","","Camarón aquillado","(Burkenroad 1934)"
"YIM","ٌٌإيربيان الصَّخرة مارتان","马氏单肢虾","Martin's rock shri","Boucot martin","","Camarón de roca m","Perez Farfante & Boothe 1981"
"YIP","إيربيان الصّخرة فول سوداني","花生单肢虾","Peanut rock shrimp","Boucot cacahuète","","Camarón cacahuete","Lockington 1879"
"YIR","إيربيان الصّخرة مُقَوَّر","缺刻单肢虾","Notched rock shrim","Boucot échancré","","Camarón de pietra","(Burkenroad 1934)"
"RQT","فينوس رقِيقة","薄壳布目蛤","Thin-shelled littl","Vénus fine","","Almejuela fina","(Carpenter 1857)"
"RTV","","","Variegated carpet ","Palourde bigarrée","","Almeja jaspeada","(Sowerby 1852)"
"SXI","","","Common butter clam","","","","Conrad 1837"
"XDP","","","Purple butter clam","","","","(Sowerby 1852)"
"TQD","","","Turgid venus","Palourde enflée","","","(Lamarck 1818)"
"TQJ","","","Lettered venus","Palourde écriture","","","(Linnaeus 1758)"
"TWG","","","Gay's little venus","","","Juliana","(Hupe 1854)"
"TVL","","","Hians tivela","","","","(Deshayes 1830)"
"TVM","","","Triangular tivela","","","","(Born 1778)"
"MUE","","","Murex","Rochers","","Murices",""
"CHQ","فَرْفُورَة شكلاطة أو أُرجُوانة شُكلاط","巧克力荔枝螺","Chocolate rockshell","Pourpre chocolat","","Caracol locate","(Duclos 1832)"
"TMZ","","","Spurred turban","Turbo éperonné","","","(Linnaeus 1758)"
"UOB","","","Brown Pacific turb","Turbo brun","","","(Roding 1798)"
"TUX","","","Tuna-like fishes n","Poissons type thon","Скумбриевидные","Peces parec. a los",""
"MAX","","","Mackerels nei","Maquereaux nca","Скумбриевые","Caballas nep",""
"BIP","","","Striped bonito","Bonite oriental","Пеламида восточная","Bonito mono","(Temminck & Schlegel 1844)"
"BEP","","","Eastern Pacific bo","Bonite du Pacifiqu","Пеламида чилийская","Bonito del Pacífi","(Cuvier 1832)"
"EHJ","محارة جناح أوروبية","欧洲珍珠贝","European wing oyst","Avicule de Tarente","","Avicula de Taranto","(Linnaeus 1758)"
"OBN","ثََلْم فُلفُل","双带浅沟蛤","Peppery furrow","Lavignon poivre","","Almeja de perro","(da Costa 1778)"
"UUT","موسِي صغير صريف","挫形截蛏","Rasp short razor","Solecurte rose","","Mango de cuchillo","(Linnaeus 1758)"
"DXN","","","Cuneate donax","Flion bicolore","","","Linnaeus 1758"
"DXD","","","Common Caribbean d","Flion des Caraïbe","","Coquina del Caribe","Linnaeus 1758"
"DXF","","","Pacific bean donax","Flion radieux","","","Gmelin 1791"
"DXI","دوناكس نَحِيف","薄壳斧蛤","Gracile donax","Flion gracile","","Coquina menuda","Hanley 1845"
"MAZ","","","Scomber mackerels ","Maquereaux scomber","","Caballas scomber n",""
"MAS","","","Chub mackerel","Maquereau espagnol","Скумбрия японская","Estornino","Houttuyn 1782"
"MAA","","","Blue mackerel","Maquereau tacheté","Скумбрия австралийская","Caballa pintoja","Cuvier 1832"
"SCN","","长鳍篮子鱼","White-spotted spine...","Sigan pintade","","Sigano pintado","(Park 1797)"
"MHG","","","Gulf menhaden","Menhaden écailleu","","Lacha escamuda","Goode 1878"
"IKV","","","Jacona lamprey","Lamproie de Jacona","","Lamprea de Jacona","Álvarez del Villar 1966"
"PIA","","","Southern African p","Pilchard de l'Afri","Сардина-сардинопс южноафриканская","Sardina de Africa ","(Pappe 1853)"
"NQC","","","Chameleon nerite","Nérite caméléon","","","Linnaeus 1758"
"NQP","","","Plicate nerite","Nérite plissée","","","Linnaeus 1758"
"NQO","","","Polished nerite","Nérite lustrée","","","Linnaeus 1758"
"NQJ","","","Turreted nerite","Nérite tourelle","","","(Gmelin 1791)"
"NQK","","","Costate nerite","Nérite côtelée","","","Gmelin 1791"
"NQI","","","Pitchy nerite","Nérite ébène","","","Recluz 1841"
"SNE","","","False abalone","Rocher loco","","Loco","(Bruguière 1789)"
"WHX","","","Whelks","Busycons","","Busicones",""
"PEE","قوقعة شاطئيّة","滨螺","Common periwinkle","Bigorneau","","Bígaro","(Linnaeus 1758)"
"ABJ","","","Japanese abalone","Ormeau japonais","","Abulón japonés","Ino 1953"
"ABG","","","Giant abalone","Ormeau géant","","Abulón gigante","Gmelin 1791"
"ABR","","","Blacklip abalone","Ormeau à lèvres ","","Oreja de mar de la","Leach 1814"
"HLT","""أذن البحر الدّرنيّ، حلزون بحريّ درنيّ          ""","疣鲍","Tuberculate abalon","Ormeau tuberculeux","","Oreja marina tuber","Linnaeus 1758"
"GSH","","","Turban shells nei","Coquilles de turbos...","","Conchas de turbinas...",""
"LQW","","","Variable abalone","Ormeau bigarre","","","Linnaeus 1758"
"LDX","","","Pacific sugar limp","Patelle sucrée","","","(Linnaeus 1758)"
"LDZ","","","Striate limpet","Patelle striée","","","(Quoy & Gaimard 1834)"
"KNO","","","Rayed limpet","Patelle à rayons","","","(Gmelin 1791)"
"KNT","","","Turtle limpet","Patelle tortue","","","(Linnaeus 1758)"
"ULR","بُرجِيَّة مُونْتِيروسَاتو","孟氏锥螺","Monterosato's auge","Turritelle de Mont","","Torrecilla de Mont","Kobelt 1887"
"URO","بُرجِيَّة بَدَنَين","锥螺","Muddy auger","Turritelle double ","","Torrecilla de fang","Monterosato 1877"
"LIY","","","Donkey's ear abalo","Ormeau oreille-d' ","","","Linnaeus 1758"
"LGX","","","Glistening abalone","Ormeau glabre","","","Gmelin 1791"
"LGW","","","Oval abalone","Ormeau ovale","","","Gmelin 1791"
"LQQ","","","Planate abalone","Ormeau aplati","","","Sowerby 1833"
"SBU","","","Blueskin seabream","Denté à points b","","Dentón azul","(Klunzinger 1870)"
"ENJ","قجاج ياباني","犁齿鲷","Crimson seabream","Pagre cramoisi","","Sargo púrpura","Tanaka 1931"
"MLM","","","Blackhead seabream","Pagre tête noire","","","(Bleeker 1854)"
"SCM","","","Scotsman seabream","Denté du Natal","","Dentón del Natal","(Günther 1859)"
"UTO","بُرجِيَّة شائعة","多角锥螺","Horny auger","Turritelle commune","","Torrecilla común","Risso 1826"
"GER","","","Chaceon geryons ne","Géryons Chaceon nc","","Geriones Chaceon n",""
"CGE","","","West African geryo","Géryon ouest-afri","","Gerión de Guinea","(Manning & Holthuis 1981)"
"FCX","","","Freshwater crustac","Crustacés d'eau d","Ракообразные пресноводные","Crustáceos de agu",""
"KCR","","","Southern king crab","Crabe royal de Pat","","Centolla patagóni","Jacquinot 1853"
"KCT","","","Stone king crab","Crabe royal de roc","","Centolla de roca","(Linnaeus 1758)"
"PAG","سرطان ملكيّ قنفذيّ","软壳拟结节蟹","Softshell red crab","Crabe royal héris","","Centollón","(Jacquinot 1852)"
"KCU","","","Red stone crab","Crabe royal rouge","","Centolla colorada","Henderson 1888"
"KCV","سرطان ملكيّ قطبيّ جنوبيّ","南极拟结节蟹","Antarctic stone cr","Crabe royal de l'A","","Centolla antártic","(Birstein y Vinogradov 1972)"
"NAZ","قُفَّة أَحْدَبة","白肚织纹螺","Gibbous nassa","Nasse bossue","","Mugarida jorobada","(Linnaeus 1758)"
"LQN","قوقعة سوداء","黑色帽贝","Black limpet","Patelle de Safi","","Lapa negra","(da Costa 1791)"
"LQY","قوقعة خَشِنة","糙壳帽贝","Rough limpet","Patelle rude","","Lapa aspera","Gmelin 1791"
"TOQ","طُن مُضلَّغ","盔鹑螺","Helmet ton","Tonne cannelée","","Caracol tonel","(Linnaeus 1758)"
"NQU","مونودونط توت الأرض","地中海单齿螺","Turbinate monodont","Monodonte-fraise","","Peonza fresa","(Born 1780)"
"RER","","","Red steenbras","Denté du Cap","","Dentón del Cabo","(Valenciennes 1830)"
"WSN","","","White stumpnose","Sargue australe","","Pargo ñato","(Valenciennes 1830)"
"RSS","","","Goldlined seabream","Sargue doré","","Sargo dorado","(Forsskål 1775)"
"DTT","","","Yellowback seabrea","","","","(Temminck & Schlegel 1843)"
"RSX","","","Daggerhead breams ","Spares australs nc","","Sargos australes n",""
"FXF","محارة مِروحية مَوْجة","扇形凹口扇贝","Flexuous scallop","Pétoncle onde","","Vieira ondulada","(Poli 1795)"
"UDV","مشطة رِجْل قُضاعة","棒形伪扇贝","Club scallop","Peigne pied-de-lou","","Pie de nutria","(Poli 1795)"
"1FH","",""," "," ",""," ",""
"NVJ","قوقعة قمرجُوزيفِين","乔氏拟玉螺","Josephine's moon-s","Natice de Josephin","","Caracol Josefina","(Risso 1826)"
"UNQ","","","Chained moon-shell","","","Lunero de collar","(da Costa 1778)"
"UTF","قوقعة قمر بُنَّية ","棕色镰玉螺","Brown moon-shell","Natice brune","","Lunero marrón","(Blainville 1825)"
"UTG","قوقعة قمر غيلمان","吉氏镰玉螺","Guillemin's moon-s","Natice de Guillemi","","Lunero de Guillemi","(Payraudeau 1826)"
"UTP","قوقعة قمر جميلة","精致镰玉螺","Pretty moon-shell","Natice belle","","Lunero fino","(Risso 1826)"
"NKD","قوقعة قمر دِيلْوين","狄氏拟玉螺","Dillwyn's moon-she","Natice de Dillwyn","","Nática de Dillwyn","(Payraudeau 1826)"
"YDI","قوقعة قمر مُشبَّكة","缠玉螺","Entangled moon-she","Natice de Valencie","","Natica jaspeada","(Donovan 1804)"
"1RE","",""," "," ",""," ",""
"CRS","","","Portunus swimcrabs","Étrilles Portunus ","","Jaibas Portunus ne",""
"GUS","","","Guinea shrimp","Crevette guinéenn","","Camarón guineo","Balss 1914"
"TIT","","","Pacific seabob","Crevette seabob","","Camarón botalón","Bouvier 1907"
"TRV","إيربيان خشنة جنوبية","鹰爪虾","Southern rough shr","Crevette-archer","","Camarón fijador a","(Stimpson 1860)"
"CSP","","","Crystal shrimp","Crevette cristal","","Camarón cristal","Kingsley 1878"
"WKP","","","Western king prawn","Crevette royale oc","","Langostino marfil","Kishinouye 1896"
"WWP","","","Western white shri","Crevette royale bl","","Camarón blanco de","Streets 1871"
"PIL","سردين أوروبا","沙丁鱼","European pilchard(","Sardine commune","Сардина европейская","Sardina europea","(Walbaum 1792)"
"FAS","","","Falkland sprat","Sprat des îles Fa","","Espadín de las Ma","(Jenyns 1842)"
"HIL","","","Hilsa shad","Alose hilsa","Гильза индийская (=тенуалоза индийская)","Sábalo hilsa","(Hamilton 1822)"
"TOL","","","Toli shad","Alose toli","","Sábalo toli","(Valenciennes 1847)"
"THP","","","Pacific thread her","Chardin du Pacifiq","","Machuelo hebra pin","(Günther 1867)"
"THA","","","Atlantic thread he","Chardin fil","Мачуэла атлантическая","Machuelo hebra atl","(Lesueur 1818)"
"DOD","شابل مرقّط","斑鰶","Dotted gizzard sha","Alose tachetée","Коносир","Alosa manchada","(Temminck & Schlegel 1846)"
"DAS","","","Chinese gizzard sh","Alose à museau co","Клупанодон","Alosa chata","(Linnaeus 1758)"
"1JM","",""," "," ",""," ",""
"1HS","",""," "," ",""," ",""
"1TU","",""," "," ",""," ",""
"1MS","",""," "," ",""," ",""
"MJQ","تاج أسقُف قناة زاوية","糙壳笔螺","Horny miter","Mitre corniculaire","","Mitra cornea","(Linnaeus 1758)"
"IRN","تاج أُسقُف بُنِّي","褐色笔螺","Brown miter","Mitre mélanésien","","Mitra café","Gmelin 1791"
